id_venda,data,cliente,categoria,canal,uf,quantidade,preco_unit,desconto_pct,valor_total
691,2024-01-06,CLI-0213,Hortifruti,App,PR,1,1.93,0.00,1.93
692,18/04/2024,CLI-0136,Higiene,,,1,61.19,0.79,60.71
693,2024-03-10,CLI-0179,Bebidas,,SP,2,56.18,,110.69
694,2024-08-02,cli-0024,Bebidas,Loja,SP,1,61.71,0.86,61.18
695,2024-03-12,CLI-0060,Hortifruti,App,SP,3,12.00,1.73,35.38
696,2024-03-11,CLI-0086,Higiene,Site,SC,1,101.62,,100.56
697,2024-10-19,CLI-0150,Bebidas,Loja,,3,63.37,1.98,186.35
698,2024-02-17,CLI-0073,Bebidas,Loja,,4,,6.03,36.54
699,13/03/2024,CLI-0207,Bebidas,Site,RJ,3,11.48,,33.87
700,2024-07-20,CLI-0114,Bebidas,Loja,RJ,1,63.38,0.00,63.38
701,2024-04-29,CLI-0191,Frios,App,SP,5,10.15,null,47.36
702,2024-10-05,CLI-0178,Limpeza,Site,MG,2,4.69,0.67,9.32
703,2024-04-01,CLI-0096,Limpeza,Loja,SP,1,89.03,,87.45
704,2024-01-28,CLI-0127,Higiene ,null,,2,,3.02,35.77
705,2024-09-20,CLI-0040,Hortifruti,,CE,1,,0.00,58.06
706,2024-07-09,CLI-0034,Frios,,RJ,4,52.53,3.13,203.54
707,2024-11-28,CLI-0060,Mercearia,Loja,,2,44.39,3.42,85.74
708,2024-07-13,CLI-0127,Limpeza,App,GO,1,4.00,0.72,3.97
709,22/01/2024,CLI-0111,Frios,App,sp,3,,,87.61
710,2024-11-09,CLI-0141,Hortifruti,Loja,BA,1,9.47,1.61,9.32
711,2024-04-18,CLI-0158,Limpeza,?,?,3,52.52,NULL,154.46
712,2024-12-20,CLI-0154,Mercearia,Loja,,1,3.45,1.11,3.41
713,2024-04-11,CLI-0082,Hortifruti,Site,CE,3,7.35,4.53,21.05
714,2024-05-05,CLI-0024,Padaria,Site,MG,3,--,1.88,5.21
715,2024-03-25,CLI-0229,Higiene,Site,NULL,8,69.23,null,494.03
716,2024-03-22,CLI-0236,Bebidas,App,,1,2.50,-,2.50
717,2024-06-26,CLI-0136,Bebidas,Loja,RS,1,3.39,,3.39
718,2024-02-22,CLI-0243,Hortifruti,,,1,14.07,,14.07
719,2024-04-02,CLI-0163,Mercearia,,,2,91.25,0.22,182.10
720,16/06/2024,CLI-0013,Bebidas,Site,,3,2.50,3.12,7.27
721,2024-11-22,CLI-0047,Higiene,App,PE,2,,--,55.37
722,2024-01-03,CLI-0236,Padaria,  Loja ,ES,1,,,20.18
723,2024-04-14,CLI-0218,Mercearia,Loja,RS,2,,,26.59
724,03/10/2024,CLI-0025,Mercearia,Site,,2,25.07,2.78,48.75
725,2024-02-27,CLI-0059,Bebidas,Loja,BA,4,10.28,4.36,39.33
726,2024-05-15,CLI-0162,Mercearia,Televendas,SP,1,63.77,,63.27
727,2024-07-12,CLI-0018,Mercearia,,,2,sem informacao,0.30,270.23
728,2024-02-25,CLI-0154,Bebidas,App,MG,12,5.43,17.84,53.54
729,2024-09-20,CLI-0167,Bebidas,Site,BA,1,154.22,0.00,154.22
730,2024-09-06,CLI-0184,Mercearia,  App ,SP,3,28.97,?,85.48
731,2024-06-14,CLI-0105,Mercearia,-,BA,1,15.45,N/A,15.36
732,2024-01-07,CLI-0105,Limpeza,Loja,PA,1,100.10,0.00,100.10
733,2024-02-27,CLI-0243,Bebidas,Site,MG,8,17.38,,122.49
734,2024-12-01,CLI-0181,Frios,,NULL,2,202.61,1.85,397.72
735,2024-09-30,CLI-0020,Mercearia,,BA,3,--,NULL,167.93
736,2024-09-20,CLI-0108,Mercearia,Loja,SP ,3,105.75,,310.24
737,2024-01-01,CLI-0177,Mercearia,App,,1,51.26,0.00,51.26
738,2024-08-17,CLI-0105,  Frios ,Loja,PA,2,,0.71,12.31
739,06/07/2024,CLI-0143,Mercearia,App,,1,138.42,0.00,138.42
740,2024-11-13,CLI-0007,Mercearia,Loja,,1,77.88,1.79,76.49
741,2024-11-30,CLI-0146,Limpeza,App,SP,4,4.09,5.64,15.44
742,2024-10-14,CLI-0088,Mercearia,Loja,BA,10,26.82,sem informacao,230.81
743,2024-05-20,CLI-0125,Bebidas,,PR,3,111.97,4.72,320.06
744,2024-03-12,CLI-0087,Padaria,Site,PE,1,72.53,,72.53
745,2024-09-17,CLI-0092,Padaria,,,2,12.17,2.73,23.68
746,2024-12-23,CLI-0144,Bebidas,Loja,MG,2,59.79,,116.32
747,2024-03-17,CLI-0069,Padaria,,SC,1,2.94,0.00,2.94
748,2024-07-29,CLI-0136 ,Padaria,Loja,SP,3,1.59,3.54,4.60
749,2024-02-27,CLI-0083,Higiene,Loja,PR,1,8.25,,8.17
750,2024-10-04,CLI-0117,Mercearia,App,MG,3,61.89,2.66,180.73
751,2024-03-25,CLI-0162,Hortifruti,Televendas,SP,1,18.94,N/A,18.94
752,2024-11-06,CLI-0083,Bebidas,Site,SP,2,-,0.48,55.13
753,20/08/2024,CLI-0015,Limpeza,Site,RJ,8,4.16,,29.41
754,2024-12-11,CLI-0085,Higiene,App,BA,3,49.49,4.72,141.46
755,2024-03-01,CLI-0166,Mercearia,Loja,,1,,,3.08
756,2024-09-20,CLI-0230,Frios,App,RS,3,139.13,4.72,397.69
757,2024-02-22,CLI-0071,Mercearia,,,3,36.47,--,106.75
758,2024-08-13,CLI-0115,Hortifruti,Televendas,SP,1,33.39,--,33.39
759,2024-08-10,CLI-0186,Mercearia,Loja,PE,1,8.19,0.17,8.18
760,2024-09-09,CLI-0181,Limpeza,Loja,GO,2,62.82,1.12,124.23
761,20/04/2024,CLI-0082,  Higiene ,Televendas,SP,2,21.57,3.34,41.70
762,2024-04-19,CLI-0052,Bebidas,SITE,SP,4,4.61,5.90,17.35
763,2024-12-23,CLI-0244,Mercearia,Site,SP,4,29.18,6.33,109.33
764,2024-03-18,CLI-0007,Padaria,Site,SC,2,67.10,,134.08
765,2024-04-15,CLI-0166,Limpeza,Loja,null,1,158.10,0.00,158.10
766,2024-02-02,CLI-0091,Bebidas,Loja,,2,31.93,2.95,61.98
767,2024-11-20,CLI-0131,Higiene,Loja,MG,1,16.23,1.70,15.95
768,2024-07-20,CLI-0077,Mercearia,Loja,SP,3,32.06,-,93.84
769,2024-03-08,CLI-0114,Hortifruti,Loja,SP,4,,,7.35
770,2024-12-27,CLI-0090,Hortifruti,Site,BA,4,19.59,6.39,73.35
771,2024-11-24,CLI-0152,Bebidas,,RS,3,88.53,4.54,253.53
772,2024-06-06,CLI-0143,Bebidas,Loja,PE,3,2.69,2.68,7.85
773,2024-04-04,CLI-0083,Padaria,Loja,sem informacao,1,71.13,0.00,71.13
774,31/12/2024,CLI-0166,Limpeza,Loja,SP,1,5.49,0.35,5.47
775,2024-05-13,CLI-0182,Hortifruti,Site,SP ,10,,13.08,20.60
776,2024-07-16,CLI-0019,Frios,Loja,,2,--,-,4616.00
777,2024-06-21,CLI-0088,Limpeza,Loja,GO,1,,?,36.30
778,2024-09-26,CLI-0021,Limpeza,,,1,14.57,-,14.57
779,2024-06-25,CLI-0082,Hortifruti,Site,CE,2,13.75,,26.66
780,2024-05-19,CLI-0154,Mercearia,Loja,SP,1,4.65,0.00,4.65
781,2024-07-29,CLI-0173,Bebidas,Televendas,BA,12,2.83,18.00,27.85
782,02/04/2024,CLI-0040,Bebidas,Loja,PE,1,3.07,0.41,3.06
783,2024-08-22,CLI-0210,Mercearia,Loja,AM,6,,7.13,179.81
784,2024-10-24,CLI-0218 ,Mercearia,Loja,,3,20.01,2.14,58.75
785,2024-07-27,CLI-0054,PADARIA,Site,?,1,,0.38,77.38
786,2024-07-13,CLI-0235,Padaria,App,PR,3,?,2.69,130.49
787,2024-01-07,CLI-0018,Bebidas,Site,SP,4,2.50,4.58,9.54
788,2024-06-23,CLI-0007,Hortifruti,App,CE,2,6.31,1.14,12.48
789,2024-02-23,CLI-0184,Limpeza,Loja,SP,1,,-,22.50
790,2024-07-05,CLI-0196,Limpeza,SITE,MA,3,72.96,4.54,208.94
791,2024-08-24,CLI-0243,Limpeza,App,,8,29.85,,209.69
792,2024-11-09,CLI-0177,Limpeza,App,MG,8,,12.17,831.15
793,2024-06-11,CLI-0200,Higiene,,MG,4,38.11,4.23,145.99
794,2024-01-25,CLI-0184,Bebidas,Loja,,1,,0.00,92.38
795,2024-11-15,CLI-0175,Mercearia,,,4,4.59,,17.70
796,2024-11-18,CLI-0249,Limpeza,,MA,2,76.05,,146.88
797,2024-03-22,CLI-0109,Higiene,,SC,2,,?,47.82
798,2024-03-26,  CLI-0187 ,Mercearia,,SP,4,,6.12,57.98
799,30/07/2024,CLI-0138,Limpeza,App,PB,12,8.35,18.00,82.16
800,2024-10-17,CLI-0218,Hortifruti,Site,SP,2,25.97,-,50.95
801,2024-03-03,CLI-0087,Bebidas,App,,2,23.44,2.91,45.52
802,2024-05-10,CLI-0061,Bebidas,,GO,1,,0.25,2.87
803,2024-04-25,CLI-0009,Limpeza,Site,RJ,1,142.29,1.24,140.53
804,2024-06-09,CLI-0006,Padaria,App,SP,1,75.90,-,74.56
805,2024-03-12,CLI-0244,Mercearia,Loja,SP,2,,2.61,26.53
806,2024-03-11,CLI-0184,Bebidas,Loja,RJ,3,,N/A,207.28
807,2024-05-02,CLI-0149,Bebidas,,PE,6,177.16,8.05,977.39
808,2024-08-19,CLI-0222,Mercearia,Loja,RS,4,,5.57,742.94
809,2024-12-22,CLI-0093,Frios,null,PR,1,65.96,0.92,65.35
810,2024-10-07,CLI-0087,Hortifruti,  Loja ,SP,1,5.99,N/A,5.99
811,2024-08-18,CLI-0068,Padaria,N/A,,3,11.62,,33.56
812,2024-06-15,CLI-0156,  Mercearia ,Loja,CE,2,,1.82,400.34
813,2024-05-19,CLI-0149,Hortifruti,Loja,SP,4,6.77,?,25.84
814,2024-03-14,CLI-0139,Bebidas,,BA,2,-,1.76,166.46
815,2024-08-23,CLI-0178,Bebidas,Site,SP,2,48.14,,94.34
816,2024-11-21,CLI-0074,Bebidas,Loja,SP,1,,null,101.82
817,2024-05-05,CLI-0106,Hortifruti,,CE,2,6.08,1.75,11.95
818,2024-06-07,CLI-0132,Mercearia,Televendas,SP,3,null,N/A,68.75
819,2024-04-02,CLI-0209,Bebidas,Televendas,BA,1,37.92,-,37.92
820,08/02/2024,CLI-0098,Mercearia,Loja,,1,3.19,0.00,3.19
821,2024-01-25,CLI-0064,Bebidas,,,4,2.52,6.41,9.43
822,2024-01-14,CLI-0045,Frios,App,,1,--,0.00,103.98
823,11/12/2024,CLI-0146,Padaria,Site,RJ,3,1.91,sem informacao,5.52
824,2024-08-25,CLI-0132,Limpeza,App,ba,3,4.43,4.65,12.67
825,2024-02-16,CLI-0210,Mercearia,Loja,MA,1,,0.00,53.74
826,2024-12-19,CLI-0040,Mercearia,Loja,ES,2,239.17,2.82,464.85
827,2024-10-23,CLI-0110,Higiene,App,RJ,6,3.59,8.77,19.65
828,2024-08-11,CLI-0166,Hortifruti,Site,MG,2,17.37,,34.71
829,2024-01-28,CLI-0086,Bebidas,sem informacao,PE,1,49.24,1.37,48.57
830,2024-10-28,CLI-0022,Bebidas,sem informacao,SP,1,114.45,0.00,114.45
831,2024-12-02,CLI-0109,Mercearia,Loja,null,2,43.27,0.76,85.88
832,2024-08-16,CLI-0145,Frios,NULL,MG,2,9.21,3.08,17.85
833,2024-01-03,CLI-0195,Padaria,Site,SP,3,,,13.04
834,2024-08-29,CLI-0237,Mercearia,Loja,sp,10,3.01,16.36,25.18
835,2024-05-06,CLI-0056,Higiene,Site,SP,1,N/A,0.00,21.54
836,2024-05-09,CLI-0191,Hortifruti,Loja,RJ,1,2.02,0.70,2.01
837,2024-07-16,CLI-0162,Limpeza,Loja ,MG,1,9.98,null,9.98
838,23/01/2024,CLI-0116,Padaria,Loja,RJ,2,71.76,0.00,143.52
839,2024-03-02,CLI-0099,Limpeza,,,1,4.10,0.50,4.08
840,2024-11-04,CLI-0044,Mercearia,App,PE,8,63.70,,454.67
841,2024-03-02,CLI-0072,Hortifruti,App,,2,18.58,,36.22
842,2024-05-22,CLI-0181,Bebidas,Loja,ES,3,12.57,2.12,36.91
843,2024-04-04,CLI-0192,Mercearia,App,SP,3,,3.43,8.84
844,2024-11-28,CLI-0079,Mercearia,App,ES,3,3.03,2.98,8.82
845,2024-12-01,  CLI-0003 ,Padaria,Loja,mg,1,12.21,1.74,12.00
846,2024-06-27,CLI-0063,Bebidas,,,3,4.71,,13.73
847,2024-11-19,CLI-0040,Bebidas,Loja,RS,4,164.87,,625.65
848,2024-06-21,cli-0024,Limpeza,  Televendas ,SP,4,,?,27.88
849,22/05/2024,CLI-0164,Mercearia,,,2,36.09,0.17,72.06
850,2024-03-29,CLI-0004,Mercearia,-,,6,8.16,7.30,45.39
851,2024-05-10,CLI-0213,Hortifruti,Loja,NULL,8,20.09,11.04,142.98
852,2024-04-09,CLI-0091,Mercearia,Loja,MG,1,-,0.79,17.53
853,2024-10-04,CLI-0166,Limpeza,Loja,CE,1,26.76,,26.76
854,2024-03-11,CLI-0061,Limpeza,App,GO,3,26.92,4.79,76.89
855,2024-09-06,CLI-0119,Padaria,Loja,RJ,1,21.99,,21.99
856,2024-08-14,CLI-0134,Bebidas,Loja,,1,46.65,0.81,46.27
857,2024-05-21,CLI-0155,Frios,Site,SP,4,,3.65,24.63
858,2024-08-30,CLI-0194,Bebidas,,RJ,2,,,5.05
859,2024-07-28,CLI-0062,Bebidas,,RJ,2,13.74,0.00,27.48
860,2024-05-11,CLI-0218,Mercearia,Site,RJ,6,,6.86,57.84
861,2024-06-23,CLI-0219,Mercearia,Site,SP,6,,,320.56
862,2024-05-26,CLI-0021,Frios,Loja,RJ,10,30.67,16.00,257.63
863,2024-02-14,CLI-0183,Hortifruti,Loja,SP,2,9.32,0.82,18.49
864,2024-12-24,CLI-0166,Padaria,App ,RS,1,27.43,-,27.40
865,2024-08-21,CLI-0193,Frios,App,,1,,,18.07
866,2024-02-07,CLI-0202 ,Limpeza,,RJ,5,null,7.90,34.68
867,2024-10-02,CLI-0016,Padaria,Loja,RS,2,50.26,--,99.86
868,23/07/2024,CLI-0243,Bebidas,Loja,N/A,3,2.73,null,7.93
869,2024-08-12,CLI-0088,Bebidas,Site,RS,1,11.83,0.00,11.83
870,2024-01-22,cli-0055,Padaria,Site,,3,15.49,,45.62
871,02/03/2024,CLI-0184,Frios,Loja,,3,40.18,3.02,116.90
872,2024-03-20,CLI-0063,Bebidas,Loja,SP,5,29.34,6.48,137.19
873,2024-04-17,CLI-0131,Higiene,Loja,CE,2,3.54,0.00,7.08
874,2024-02-07,CLI-0086,Bebidas,Loja,,1,6.61,0.18,6.60
875,2024-07-12,CLI-0222,Bebidas,Loja,,6,,,95.69
876,2024-07-22,CLI-0245,Padaria,site,MG,4,59.84,4.53,228.52
877,2024-04-23,CLI-0227,Limpeza,Loja,ES,4,16.21,sem informacao,62.81
878,2024-11-22,CLI-0236,Higiene,,PA,3,81.18,4.39,232.85
879,2024-05-10,cli-0249,Frios,,BA,3,--,2.24,374.37
880,2024-01-31,CLI-0068,Higiene,Loja,,1,16.34,0.00,16.34
881,2024-07-30,CLI-0142,Bebidas,Site,RJ,1,3.37,,3.37
882,2024-04-04,CLI-0035,Padaria,Site,RS,1,1.92,0.00,1.92
883,08/02/2024,CLI-0222,Mercearia,Loja,-,2,40.21,2.47,78.43
884,2024-05-31,CLI-0131,Padaria,App,RS,3,N/A,2.54,8.16
885,2024-10-27,CLI-0174,Bebidas,Loja,GO,3,28.31,1.99,83.24
886,2024-01-06,CLI-0090,Bebidas,Site,RJ,3,,3.88,171.29
887,2024-10-07,CLI-0148,Frios,Site,PR,4,19.46,6.25,72.98
888,2024-08-30,CLI-0197,Frios,Loja,RJ,1,132.31,,132.31
889,2024-01-26,CLI-0021,Mercearia,Loja,N/A,1,3.00,0.20,2.99
890,2024-10-29,cli-0098,Limpeza,Site,null,1,4.84,,4.84
891,2024-06-14,CLI-0239,Mercearia,Loja,RJ,1,,,3.04
892,2024-11-24,CLI-0224,Bebidas,Site,RS,2,43.37,3.44,83.76
893,2024-03-13,CLI-0242,Frios,Site,MG,1,166.59,N/A,166.22
894,2024-11-27,CLI-0138,Padaria,,MG,6,29.10,7.99,160.65
895,2024-10-06,CLI-0035,Bebidas,Loja,MG,3,54.52,2.92,158.78
896,2024-06-27,CLI-0159,Bebidas,App,CE,3,2.50,4.05,7.20
897,2024-05-27,CLI-0106,Higiene,Loja,GO,8,90.98,9.97,655.27
898,2024-01-30,CLI-0056,Mercearia,App,SP,6,12.22,,66.22
899,2024-03-01,CLI-0020,Bebidas,,RJ,6,52.24,8.94,285.42
900,2024-01-11,CLI-0143,Limpeza,Loja,MG,1,148.86,1.57,146.52
901,2024-10-12,CLI-0229,Hortifruti,Loja,SP,6,,--,142.16
902,2024-02-04,CLI-0041,Padaria,Site,PA,6,1.57,6.47,8.81
903,2024-10-04,CLI-0163,Limpeza,App,SC,3,4.19,,12.15
904,2024-12-15,CLI-0111,Limpeza,  Site ,PR,1,21.67,0.00,21.67
905,2024-09-02,CLI-0096,Bebidas,,SP,5,176.32,7.98,811.25
906,2024-12-09,CLI-0189,Bebidas ,-,GO,1,?,0.00,34.22
907,2024-04-24,CLI-0031,Bebidas,Loja,SP,2,75.68,2.48,147.61
908,2024-11-23,CLI-0112,Limpeza,Site,,5,5.56,4.78,26.47
909,24/01/2024,CLI-0198,Padaria,Televendas,SC,1,1.77,0.00,1.77
910,31/08/2024,CLI-0057,Frios,App,,2,,,33.79
911,2024-02-29,CLI-0107,Limpeza,  Loja ,CE,3,25.87,,76.18
912,30/09/2024,CLI-0025,Frios,,PR,1,115.47,1.41,113.84
913,2024-08-07,CLI-0110,Limpeza,NULL,?,1,,-,78.17
914,2024-02-21,CLI-0127,Bebidas,App,,1,11.83,1.68,11.63
915,01/11/2024,CLI-0107,Mercearia,Site,PR,3,null,3.71,93.80
916,14/02/2024,CLI-0085,Bebidas,,RJ,3,2.52,,7.44
917,01/11/2024,CLI-0246,Bebidas,Loja,NULL,2,,0.75,174.46
918,2024-05-22,CLI-0193,Hortifruti,Loja,,2,1.92,2.36,3.75
919,2024-01-31,CLI-0057,Mercearia,Televendas,SP,1,221.37,0.00,221.37
920,2024-10-13,CLI-0247,Mercearia,App,CE,6,135.38,7.26,753.31
921,01/06/2024,CLI-0126,Bebidas,,MG,1,128.38,?,127.02
922,2024-08-29,CLI-0016,Mercearia,Site,,2,,2.04,62.81
923,2024-10-06,CLI-0004,Bebidas,Loja,GO,2,2.51,3.33,4.85
924,09/06/2024,CLI-0234,Bebidas,Loja,CE,2,,-,17.81
925,2024-11-08,CLI-0180,Mercearia,Site,SP,1,67.52,1.35,66.61
926,2024-02-27,CLI-0164,Padaria,,SP,2,?,1.14,4.19
927,2024-04-10,CLI-0089,Padaria,App,,2,,2.37,3.10
928,2024-02-17,CLI-0150,Frios,Televendas,SP,1,,0.00,6.32
929,2024-08-20,CLI-0220,Hortifruti,NULL,GO,1,14.01,0.00,14.01
930,2024-01-10,CLI-0106,Higiene,App,SP,2,19.49,,38.50
931,2024-12-28,CLI-0240,Frios,App,SP,3,6.11,4.16,17.57
932,2024-10-10,CLI-0178,Limpeza,  Site ,SP,1,23.82,,23.82
933,2024-05-10,CLI-0183,Hortifruti,Site ,SP,1,2.17,0.00,2.17
934,02/09/2024,CLI-0249,Bebidas,Loja,MG,1,,,5.99
935,24/10/2024,CLI-0207,Frios,Loja,  GO ,4,57.51,,217.07
936,2024-05-31,CLI-0038,Frios,Loja,,3,171.20,2.02,503.23
937,2024-10-08,CLI-0071,Hortifruti,App,SP,4,24.83,6.52,92.84
938,2024-12-07,CLI-0117,Bebidas,,CE,6,--,null,53.64
939,2024-02-05,CLI-0004,Higiene,Loja,RJ,1,null,sem informacao,136.35
940,2024-10-15,CLI-0188,Mercearia,Site,BA,2,3.04,1.21,6.01
941,2024-07-01,  CLI-0059 ,Limpeza,Loja,CE,4,31.90,5.16,121.02
942,2024-05-17,CLI-0013,LIMPEZA,-,,3,7.60,4.17,21.85
943,2024-04-15,CLI-0098,Padaria,Loja,RJ,4,,5.39,95.40
944,2024-01-18,CLI-0102,Bebidas,Loja,,3,3.75,,11.00
945,2024-11-06,CLI-0052,Hortifruti,Loja,SP,2,2.94,0.02,5.88
946,2024-01-05,CLI-0089,HORTIFRUTI,Loja,BA,2,60.23,2.45,117.51
947,2024-12-04,CLI-0040 ,Mercearia,Loja,BA,1,?,1.10,3.26
948,2024-08-22,CLI-0248,Higiene,Loja,RJ,1,70.35,0.00,70.35
949,2024-01-19,CLI-0170,Padaria,-,SP,1,20.72,0.00,20.72
950,2024-08-09,CLI-0134,Higiene,-,MG,1,76.70,0.00,76.70
951,2024-08-28,CLI-0085,Bebidas,Loja,SC,3,NULL,3.93,7.26
952,2024-06-30,CLI-0051,Mercearia,App,,4,5.39,N/A,20.66
953,2024-02-18,CLI-0137,Mercearia,,BA,6,,6.53,1253.88
954,2024-04-07,CLI-0147,Hortifruti,Loja,SP,8,54.81,12.66,382.97
955,2024-07-06,CLI-0155,Padaria,App,BA,1,1.62,0.00,1.62
956,24/06/2024,CLI-0157,Mercearia,Loja,ES,3,198.98,?,581.12
957,2024-04-25,CLI-0110,Mercearia,App,sp,2,5.04,1.82,9.90
958,2024-06-21,CLI-0164,Hortifruti,Site,MA,4,6.59,6.66,24.60
959,2024-02-29,CLI-0119,Mercearia,null,,1,23.33,,23.33
960,2024-03-25,CLI-0127,Higiene,App,SP,6,52.39,6.77,293.06
961,2024-11-01,CLI-0028,Bebidas,Loja,BA,6,sem informacao,8.10,14.34
962,2024-02-09,CLI-0003,Padaria,Site,SC,4,16.07,3.32,62.15
963,2024-01-28,CLI-0179,Higiene,Site,RJ,1,81.90,NULL,80.84
964,2024-04-01,CLI-0030,Limpeza,?,PR,1,120.82,0.89,119.74
965,2024-11-29,CLI-0018,Limpeza,Loja,PA,1,65.78,,65.75
966,2024-12-15,CLI-0038,Padaria,Loja,RS,3,14.83,3.39,42.98
967,2024-09-28,CLI-0090 ,Mercearia,,  sem informacao ,1,3.00,0.09,3.00
968,2024-07-16,CLI-0064,Frios,App,BA,1,108.61,1.45,107.04
969,2024-12-07,CLI-0053,Mercearia,Loja,,2,N/A,1.45,80.12
970,2024-01-17,CLI-0250,Mercearia,Loja,PE,5,24.40,,113.25
971,2024-02-07,CLI-0212,Hortifruti,Loja,null,2,56.95,0.00,113.90
972,2024-08-26,CLI-0080,Limpeza,,SP,1,19.74,,19.69
973,2024-03-03,CLI-0011,Bebidas,Site,SP,2,6.57,2.24,12.85
974,2024-03-16,CLI-0138,Bebidas,Loja,pe,2,42.07,2.57,81.98
975,2024-06-19,CLI-0237,Mercearia,Loja,,1,,,16.82
976,2024-04-12,CLI-0033,Bebidas,,MA,4,146.68,3.18,568.06
977,2024-05-28,CLI-0180,Mercearia,Site,SP,2,3.30,?,6.37
978,2024-11-15,CLI-0025,Mercearia,,PE,8,38.95,13.25,270.31
979,2024-01-23,CLI-0128,Limpeza,,,2,26.50,3.23,51.29
980,2024-01-29,CLI-0112,Limpeza,Loja,,2,4.40,,8.67
981,12/09/2024,CLI-0227,Padaria,Televendas,,1,37.90,sem informacao,37.49
982,10/03/2024,CLI-0228,Frios,Site,SP,1,76.86,0.00,76.86
983,2024-01-03,CLI-0042,Frios,Loja,SP,3,14.40,4.36,41.32
984,2024-10-08,CLI-0113,Padaria,App,SP,3,21.81,4.41,62.54
985,2024-03-26,CLI-0070,Padaria,Loja,SP,3,58.65,4.39,168.23
986,2024-06-18,CLI-0104,Frios,,,1,,0.00,22.40
987,2024-06-22,CLI-0160,Padaria,,MG,4,80.54,5.03,305.96
988,2024-09-28,CLI-0173,Limpeza,Loja,SP,4,4.25,4.31,16.27
989,2024-03-16,CLI-0167,Mercearia,App,RJ,8,3.00,9.71,21.67
990,2024-05-05,CLI-0167,Higiene,Site,RJ,1,74.18,0.71,73.65
991,2024-03-21,CLI-0165,Bebidas,App,,1,83.63,1.63,82.27
992,2024-09-15,CLI-0204,Bebidas,Televendas,PE,3,2.51,2.29,7.36
993,2024-10-15,CLI-0037,  Mercearia ,Loja,SC,2,sem informacao,1.94,327.23
994,2024-07-31,CLI-0007,Mercearia,,SP ,3,,5.03,92.88
995,2024-09-01,CLI-0214,Higiene,,MA,12,,?,925.06
996,2024-06-10,CLI-0093,Hortifruti,Loja,PB,1,1.98,0.00,1.98
997,2024-01-04,CLI-0234,Limpeza,Site,GO,2,,null,176.35
998,2024-02-02,CLI-0073,Padaria,Televendas,,5,1.58,6.27,7.40
999,2024-12-10,CLI-0235,Hortifruti,Loja,RJ,3,35.43,4.98,101.00
1000,2024-02-23,CLI-0073,Bebidas,Site,PE,1,8.01,,7.89
